 1, [1],[[0, -5000, 0], [0, -5000, 0]]
 1, [0, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 197, [11, 2.99110401081927, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 198, [11, 2.6990824574964796, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 199, [11, 2.3315601779025004, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 200, [11, 1.883785272145618, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 201, [11, 1.3502441204020903, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 202, [11, 0.7246613829161501, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 203, [11, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 204, [12, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 205, [12, 0.6741471946950258, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 206, [12, 1.254754056761826, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 207, [12, 3.2650462963957216, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 208, [12, 3.239939420345009, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 209, [12, 3.156576829071148, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 210, [12, 3.0133290858337327, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 211, [12, 2.8076289541685604, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 212, [12, 2.5359713978876206, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 213, [12, 2.193913581079104, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 214, [12, 1.7760748681073992, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 215, [12, 1.2761368236130912, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 216, [12, 0.686843212512965, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 217, [12, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 218, [13, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 219, [13, 0.6528196089359714, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 220, [13, 1.2068327281246378, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 221, [13, 2.9769915625171195, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 222, [13, 2.893362524265209, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 223, [13, 2.7571362669090487, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 224, [13, 2.566002193953435, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 225, [13, 2.316564469023004, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 226, [13, 2.004342015862239, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 227, [13, 1.623768518335465, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 228, [13, 1.1681924204268508, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 229, [13, 0.629876926240411, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 230, [13, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 231, [14, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 232, [14, 0.6258343089545114, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 233, [14, 1.1481172867774683, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 234, [14, 2.6666268794911794, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 235, [14, 2.5805449669567326, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 236, [14, 2.4501644167686756, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 237, [14, 2.273732658139454, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 238, [14, 2.0483072570672527, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 239, [14, 1.7697559163360008, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 240, [14, 1.4327564755153674, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 241, [14, 1.0307969109607638, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 242, [14, 0.5561753358133438, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 243, [14, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 244, [15, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 245, [15, 0.588904977141957, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 246, [15, 1.0716636928228072, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 247, [15, 2.313259818404131, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 248, [15, 2.2243313371187736, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 249, [15, 2.1000085849320937, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 250, [15, 1.9393045356306595, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 251, [15, 1.7399956587751633, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 252, [15, 1.4986219197004278, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 253, [15, 1.2104867795154022, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 254, [15, 0.8696571951031637, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 255, [15, 0.4689636191209192, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 256, [15, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 257, [16, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 258, [16, 0.5362441998280668, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 259, [16, 0.9679524486842264, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 260, [16, 1.9205063336522723, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 261, [16, 1.830792051880906, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 262, [16, 1.7147310147261008, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 263, [16, 1.572177276269581, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 264, [16, 1.4017758814917114, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 265, [16, 1.2009628662715026, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 266, [16, 0.9659652573866084, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 267, [16, 0.6918010725133253, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 268, [16, 0.3722793202265948, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 269, [16, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 270, [17, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 271, [17, 0.46056346728104774, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 272, [17, 0.824888599106379, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 273, [17, 1.1055685590055302, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 274, [17, 1.5571397009780092, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 275, [17, 1.4911838868912524, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 276, [17, 1.405860765529224, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 277, [17, 1.3028611432848098, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 278, [17, 1.1827855908372331, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 279, [17, 1.0451444431520505, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 280, [17, 0.8883577994811542, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 281, [17, 0.7097555233627715, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 282, [17, 0.5055772426214642, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 283, [17, 0.27097234936812986, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 284, [17, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 285, [18, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 286, [18, 0.35307317370755403, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 287, [18, 0.6278017311550003, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 288, [18, 0.8347125700752678, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 289, [18, 0.98347053457894, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 290, [18, 1.082878415154251, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 291, [18, 1.140876948667091, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 292, [18, 1.1645448183610032, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 293, [18, 1.1600986538571816, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 294, [18, 1.132893031154476, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 295, [18, 1.0874204726293875, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 296, [18, 1.0273114470360722, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 297, [18, 0.9553343695063384, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 298, [18, 0.8733956015496478, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 299, [18, 0.7825394510531158, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 300, [18, 0.6829481722815102, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 301, [18, 0.5739419658772529, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 302, [18, 0.4539789788604186, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 303, [18, 0.32065530462873515, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 304, [18, 0.17070498295758435, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 305, [18, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 306, [19, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 307, [19, 0.20348261725268837, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 308, [19, 0.35944597421690805, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 309, [19, 0.47438778944185467, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 310, [19, 0.554300437403179, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 311, [19, 0.6046709485029852, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 312, [19, 0.630481009069833, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 313, [19, 0.6362069613587362, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 314, [19, 0.6258198035511631, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 315, [19, 0.6027851897550367, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 316, [19, 0.5700634300047337, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 317, [19, 0.5301094902610864, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 318, [19, 0.48487299241138143, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 319, [19, 0.43579821426935894, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 320, [19, 0.38382408957521486, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 321, [19, 0.32938420799559875, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 322, [19, 0.27240681512361514, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 323, [19, 0.21231481247882286, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 324, [19, 0.14802575750723518, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 325, [19, 0.0779518635813202, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 326, [19, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 327, [20, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 328, [20, 0.0, 1],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 329, [20, 0.0, 2],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 330, [20, 0.0, 3],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 331, [20, 0.0, 4],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 332, [20, 0.0, 5],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 333, [20, 0.0, 6],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 334, [20, 0.0, 7],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 335, [20, 0.0, 8],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 336, [20, 0.0, 9],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 337, [20, 0.0, 10],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 338, [20, 0.0, 11],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 339, [20, 0.0, 12],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 340, [20, 0.0, 13],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 341, [20, 0.0, 14],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 342, [20, 0.0, 15],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 343, [20, 0.0, 16],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 344, [20, 0.0, 17],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 345, [20, 0.0, 18],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 346, [20, 0.0, 19],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 347, [20, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 1,1,22,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 2,22,43,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 3,43,60,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 4,60,74,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 5,74,87,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 6,87,102,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 7,102,118,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 8,118,135,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 9,135,154,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 10,154,172,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 11,172,189,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 12,189,204,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 13,204,218,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 14,218,231,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 15,231,244,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 16,244,257,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 17,257,270,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 18,270,285,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 19,285,306,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 20,306,327,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 21,2,23,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 22,23,44,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 23,44,61,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 24,61,75,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 25,75,88,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 26,88,103,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 27,103,119,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 28,119,136,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 29,136,155,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 30,155,173,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 31,173,190,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 32,190,205,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 33,205,219,205000000000,0.0034000000000000002,[[2.291e-08], [2.291e-08], [2.291e-08]],78846153846.15384,2.89e-08,0
 34,219,232,205000000000,0.006050000000000001,[[7.1e-08], [7.1e-08], [7.1e-08]],78846153846.15384,2.85e-07,0
 35,232,245,205000000000,0.0076300000000000005,[[9.085000000000001e-08], [9.085000000000001e-08], [9.085000000000001e-08]],78846153846.15384,5.95e-07,0
 36,245,258,205000000000,0.0076300000000000005,[[9.085000000000001e-08], [9.085000000000001e-08], [9.085000000000001e-08]],78846153846.15384,5.95e-07,0
 37,258,271,205000000000,0.0076300000000000005,[[9.085000000000001e-08], [9.085000000000001e-08], [9.085000000000001e-08]],78846153846.15384,5.95e-07,0
 38,271,286,205000000000,0.0076300000000000005,[[9.085000000000001e-08], [9.085000000000001e-08], [9.085000000000001e-08]],78846153846.15384,5.95e-07,0
 39,286,307,205000000000,0.006050000000000001,[[7.1e-08], [7.1e-08], [7.1e-08]],78846153846.15384,2.85e-07,0
 40,307,328,205000000000,0.006050000000000001,[[7.1e-08], [7.1e-08], [7.1e-08]],78846153846.15384,2.85e-07,0
 41,3,24,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 42,24,45,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 43,45,62,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 44,62,76,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 45,76,89,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 46,89,104,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 47,104,120,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 48,120,137,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 49,137,156,205000000000,0.00217,[[1.238e-08], [1.238e-08], [1.238e-08]],78846153846.15384,6.07e-09,0
 50,156,174,205000000000,0.00427,[[3.971e-08], [3.971e-08], [3.971e-08]],78846153846.15384,7.8e-08,0
 51,174,191,205000000000,0.006050000000000001,[[7.1e-08], [7.1e-08], [7.1e-08]],78846153846.15384,2.85e-07,0
 52,191,206,205000000000,0.0076300000000000005,[[9.085000000000001e-08], [9.085000000000001e-08], [9.085000000000001e-08]],78846153846.15384,5.95e-07,0
